"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"3c5ee8","GWI7KH  ","Germany","1653417366","1653417366","13.7604","51.1259",NA,"TRUE","4.63","129.38",NA,NA,NA,"5015","FALSE","0","4"
"ae0149","RATS21  ","United States","1653417365","1653417365","-110.827","32.0592","8519.16","FALSE","202.49","295.59","0.98",NA,"8877.3",NA,"FALSE","0","1"
"3c5ee6","EWG1VP  ","Germany","1653417366","1653417366","9.3667","53.7654","2659.38","FALSE","158.32","70.45","-8.78",NA,"2651.76","3166","FALSE","0","4"
"adf469","N999DM  ","United States","1653417366","1653417366","-117.9868","34.4375","5791.2","FALSE","107.5","65.4","0",NA,"6035.04",NA,"FALSE","0","2"
"3c5ee5","GWI30P  ","Germany","1653417366","1653417366","10.5574","49.8075","9745.98","FALSE","220.2","318.79","0",NA,"9860.28","1000","FALSE","0","4"
"ace79f","N930WB  ","United States","1653417366","1653417366","-85.9746","35.7511","3611.88","FALSE","129.09","300.14","0",NA,"3756.66",NA,"FALSE","0","2"
"accd8c","ASH5743 ","United States","1653417366","1653417366","-95.6915","41.1026","9144","FALSE","246.21","332.36","-0.65",NA,"9387.84","2340","FALSE","0","0"
"a9653d","AAL2136 ","United States","1653417366","1653417366","-81.2288","29.0496","11277.6","FALSE","244.11","340.04","0",NA,"11856.72","3333","FALSE","0","0"
"adf45a","DPJ9    ","United States","1653417212","1653417212","-90.6533","28.6534","12496.8","FALSE","181.5","101.28","0",NA,"13014.96",NA,"FALSE","0","3"
"3c65d2","DLH5PW  ","Germany","1653417366","1653417367","6.2094","51.3879","10744.2","FALSE","245.54","128.02","0.33",NA,"10751.82","2247","FALSE","0","0"
"47883c","FOX1017 ","Norway","1653417366","1653417366","11.4302","59.103","8351.52","FALSE","221.73","359.6","-10.73",NA,"8336.28","0233","FALSE","0","0"
"3c65d1","DLH920  ","Germany","1653417366","1653417366","6.4206","49.6799","10058.4","FALSE","194.47","264.08","0",NA,"10111.74","2557","FALSE","0","0"
"3c65c6","DLH99P  ","Germany","1653417366","1653417366","5.4348","42.9718","11582.4","FALSE","244.14","30.24","0.33",NA,"11811","5525","FALSE","0","4"
"3c65c5","DLH4EC  ","Germany","1653417366","1653417366","11.3754","47.1582","11590.02","FALSE","241.28","359.51","0",NA,"11811","1000","FALSE","0","4"
"a94b2b","UAL1270 ","United States","1653417353","1653417353","-69.2017","19.0732","5402.58","FALSE","157.33","127.69","-10.4",NA,"6652.26",NA,"FALSE","0","4"
"aa30e6","CFS7735 ","United States","1653417301","1653417301","-151.2431","60.5698",NA,"TRUE","9.77","196.88",NA,NA,NA,NA,"FALSE","0","2"
"a94b2e","UAL1728 ","United States","1653417366","1653417366","-122.0891","37.5273","1348.74","FALSE","117.14","292.74","-6.5",NA,"1363.98","6731","FALSE","0","4"
"3c5ee4","EWG5G   ","Germany","1653417366","1653417366","4.859","50.9427","1036.32","FALSE","122.54","293.77","-5.2",NA,"1074.42","4117","FALSE","0","4"
"3c5ee3","EWG9344 ","Germany","1653417334","1653417334","-2.2788","53.3569",NA,"TRUE","8.23","5.62",NA,NA,NA,"4134","FALSE","0","4"
"a27d01","N26DT   ","United States","1653417265","1653417267","-88.7445","30.3398","5173.98","FALSE","171.95","79.83","0",NA,"5417.82",NA,"FALSE","0","2"
"3c65cf","DLH8AX  ","Germany","1653417286","1653417299","8.5615","50.046","129.54","TRUE","12.35","70.31",NA,NA,NA,"1000","FALSE","0","0"
"3c5ef8","EWG8XP  ","Germany","1653417366","1653417366","7.7979","51.3077","5090.16","FALSE","177.39","304.84","-11.7",NA,"5128.26","1000","FALSE","0","4"
"a45b96","DAL1481 ","United States","1653417366","1653417366","-117.2263","32.7465","457.2","FALSE","98.79","305.68","7.48",NA,"411.48",NA,"FALSE","0","0"
"a34291","UPS2914 ","United States","1653417366","1653417366","-85.987","38.0704","3291.84","FALSE","160.27","264.29","7.15",NA,"3413.76",NA,"FALSE","0","6"
"a34294","DAL1358 ","United States","1653417366","1653417366","-82.2975","31.1953","10363.2","FALSE","233.48","141.26","0",NA,"10866.12","5726","FALSE","0","0"
"a0440f","N116SB  ","United States","1653417365","1653417365","-2.4653","49.4962","426.72","FALSE","72.94","207.29","-0.65",NA,"449.58","3641","FALSE","0","0"
"a94b48","UAL1764 ","United States","1653417365","1653417365","-102.3887","30.8878","10668","FALSE","260.8","109.11","0",NA,"10965.18",NA,"FALSE","0","4"
"a04422","N373DG  ","United States","1653417366","1653417366","-91.2117","35.1929","13106.4","FALSE","199.37","237.54","0.33",NA,"13533.12","6607","FALSE","0","0"
"ae5ad4","DUKE47  ","United States","1653417121","1653417121","21.439","50.3224","304.8","FALSE","27.78","90","-1.95",NA,"342.9","1000","FALSE","0","0"
"3c5eeb","EWG9770 ","Germany","1653417367","1653417367","6.7728","51.2873",NA,"TRUE","10.8","53.44",NA,NA,NA,NA,"FALSE","0","4"
"3c65d8","DLH1773 ","Germany","1653417354","1653417354","11.7846","48.3471",NA,"TRUE","13.38","81.56",NA,NA,NA,"3214","FALSE","0","0"
"e80244","LPE2464 ","Chile","1653417124","1653417124","-79.8415","-2.3244","10363.2","FALSE","231.69","352.99","0",NA,NA,NA,"FALSE","0","1"
"3c65d7","DLH8ME  ","Germany","1653417365","1653417366","9.8423","49.9139","10972.8","FALSE","225.72","303.94","-0.33",NA,"11094.72","0614","FALSE","0","0"
"ae012f","TOGA79  ","United States","1653417366","1653417366","-121.305","34.5647","7604.76","FALSE","246.21","39.74","0.33",NA,"7978.14","4636","FALSE","0","1"
"3c65d6","DLH8VY  ","Germany","1653417191","1653417203","11.8383","48.3682","533.4","FALSE","67.32","263.42","-3.25",NA,"579.12","3467","FALSE","0","0"
"a04424","SKW4662 ","United States","1653417366","1653417366","-89.5521","34.5606","10363.2","FALSE","211.09","192.24","-0.65",NA,"10789.92",NA,"FALSE","0","4"
"a71288","N555FN  ","United States","1653417173","1653417173","-84.1384","39.3268","975.36","FALSE","34.07","194.88","-0.33",NA,"1036.32",NA,"FALSE","0","2"
"867ff0","JAL9    ","Japan","1653417366","1653417366","-91.4994","44.8681","9753.6","FALSE","229.94","308.46","0",NA,"9951.72","6535","FALSE","0","1"
"3c65d9","DLH7YA  ","Germany","1653417366","1653417366","9.4969","49.7916","4000.5","FALSE","156.29","306.57","-7.48",NA,"4053.84","1000","FALSE","0","0"
"a96564","N704WF  ","United States","1653417356","1653417357","-86.0079","41.9404","784.86","FALSE","44.95","185.25","-1.95",NA,"845.82",NA,"FALSE","0","0"
"e492cf","AZU4281 ","Brazil","1653417318","1653417324","-40.2813","-20.2661",NA,"TRUE","1.29","275.62",NA,NA,NA,NA,"FALSE","0","1"
"3c5ef5","EWG1Y   ","Germany","1653417366","1653417366","17.7742","48.2918","11590.02","FALSE","202.18","303.69","0",NA,"11864.34","4247","FALSE","0","4"
"a8dbbd","ENY3610 ","United States","1653417366","1653417366","-87.5625","42.3142","3276.6","FALSE","173.26","220.79","-0.33",NA,"3368.04","0513","FALSE","0","1"
"a09dbb","N139MH  ","United States","1653417364","1653417365","-75.0517","39.3858","213.36","FALSE","48.11","24.65","4.23",NA,"289.56",NA,"FALSE","0","8"
"a785e9","MTU84   ","United States","1653416935","1653417153","-86.4505","35.5603","2125.98","FALSE","60.39","81.18","2.6",NA,"2209.8",NA,"FALSE","0","2"
"a42747","LTA67   ","United States","1653417348","1653417348","-85.746","38.5967","2217.42","FALSE","52.69","170.45","0",NA,"2293.62",NA,"FALSE","0","0"
"adf487","N999ES  ","United States","1653417366","1653417366","-98.0702","30.4424","891.54","FALSE","107.81","336.37","1.95",NA,"845.82",NA,"FALSE","0","2"
"511101","SZS2184 ","Estonia","1653417366","1653417367","16.0471","57.8301","6096","FALSE","157.56","43.54","0",NA,"6149.34","0223","FALSE","0","0"
"a6eb1e","GJS4400 ","United States","1653417366","1653417366","-75.0998","39.8839","1516.38","FALSE","130.23","84.56","10.4",NA,"1592.58",NA,"FALSE","0","0"
"471ea5","WZZ2    ","Hungary","1653417366","1653417366","3.791","51.8478","9189.72","FALSE","214.09","288.35","-7.15",NA,"9136.38","3116","FALSE","0","1"
"a1b42f","SJJ209  ","United States","1653417366","1653417366","-88.2185","44.606","7886.7","FALSE","155.4","257.57","11.38",NA,"8046.72","3635","FALSE","0","3"
"471ea8","WZZ81JV ","Hungary","1653417366","1653417366","18.8687","46.8605","11582.4","FALSE","212.19","300.61","-0.33",NA,"11887.2","2657","FALSE","0","1"
"a38a10","SVL77   ","United States","1653417366","1653417366","-83.7252","39.672","4587.24","FALSE","165.34","240.96","-10.73",NA,"4732.02","7523","FALSE","0","0"
"471ea9","WZZ1DE  ","Hungary","1653417366","1653417366","13.6125","54.8529","8534.4","FALSE","256.37","334.82","0",NA,"8633.46","7267","FALSE","0","1"
"a1c75a","N2132W  ","United States","1653417194","1653417194","-83.9645","34.1954","792.48","FALSE","53.36","70.87","-0.33",NA,"876.3",NA,"FALSE","0","0"
"a94b0b","UAL1022 ","United States","1653417366","1653417366","-80.9435","40.9438","4320.54","FALSE","206.51","106.95","-9.75",NA,"4480.56","1245","FALSE","0","4"
"a33aa8","N307PR  ","United States","1653417302","1653417334","-123.0958","46.3178","1775.46","FALSE","84.42","353.35","0",NA,"1805.94","4615","FALSE","0","2"
"a33aa7","EDV4997 ","United States","1653417366","1653417366","-74.581","41.1455","8793.48","FALSE","204.86","239.18","6.5",NA,"9136.38","1613","FALSE","0","4"
"a091d5","DAL1714 ","United States","1653417213","1653417213","-79.0782","34.1942","11574.78","FALSE","209.13","211.93","-0.33",NA,"12131.04","4335","TRUE","0","0"
"a114db","N169TW  ","United States","1653417366","1653417366","-118.3886","33.7424","1234.44","FALSE","45.57","208.3","-1.3",NA,"1188.72",NA,"FALSE","0","1"
"7c48c8","QFA7303 ","Australia","1653417367","1653417367","149.9288","-32.2105","10675.62","FALSE","249.51","39.73","0.65",NA,"10904.22","1542","FALSE","0","4"
"440209","EJU65HX ","Austria","1653417359","1653417365","-3.5679","40.4661",NA,"TRUE","1.03","270",NA,NA,NA,NA,"FALSE","0","4"
"acd47e","ASA189  ","United States","1653417361","1653417361","-122.3825","37.623",NA,"TRUE","0","205.31",NA,NA,NA,"7137","FALSE","0","0"
"a234ce","N241ME  ","United States","1653417366","1653417366","-88.0919","45.2775","2346.96","FALSE","75.11","276.69","0.33",NA,"2385.06",NA,"FALSE","0","2"
"a114f4","AAL2934 ","United States","1653417363","1653417363","-90.876","32.6467","9159.24","FALSE","225.72","266.6","0",NA,"9540.24","7120","FALSE","0","0"
"a5958c","SWA855  ","United States","1653417366","1653417366","-101.7877","38.8493","9144","FALSE","223.79","269.74","0.33",NA,"9258.3",NA,"FALSE","0","1"
"46b824","AEE3LG  ","Greece","1653417365","1653417366","16.3694","41.674","10668","FALSE","233.14","131.96","0",NA,"11041.38","7315","FALSE","0","0"
"a70b2f","GJS4593 ","United States","1653417366","1653417366","-76.5001","38.2175","5120.64","FALSE","214.9","47.91","0",NA,"5341.62","2123","FALSE","0","0"
"46b823","AEE2FL  ","Greece","1653417366","1653417366","12.4839","46.2899","10980.42","FALSE","235.96","331.48","-0.33",NA,"11269.98","5515","FALSE","0","0"
"a71e5c","JIA5461 ","United States","1653417366","1653417366","-82.7945","35.7434","8839.2","FALSE","243.38","105.45","-0.33",NA,"9258.3",NA,"FALSE","0","4"
"a8584c","N637FT  ","United States","1653417366","1653417366","-80.5942","28.0413","1066.8","FALSE","45.93","164.41","-0.33",NA,"1082.04","1200","FALSE","0","0"
"a15d6c","N18728  ","United States","1653417366","1653417366","-82.4458","27.9194","83.82","FALSE","42.63","252.44","3.58",NA,"91.44",NA,"FALSE","0","0"
"a915cf","ENY3533 ","United States","1653417237","1653417253","-96.6966","43.5468","1066.8","FALSE","102.51","98.66","8.45",NA,"1112.52",NA,"FALSE","0","1"
"a4ab85","N40NS   ","United States","1653417366","1653417366","-89.2384","44.6959","3939.54","FALSE","191.44","105.27","18.21",NA,"4008.12",NA,"FALSE","0","0"
"3c78af","KAY57   ","Germany","1653417366","1653417366","12.2771","45.4469","449.58","FALSE","83.78","42.01","-5.2",NA,"457.2","7640","FALSE","0","0"
"a2840e","XFL6    ","United States","1653417351","1653417351","-73.8785","40.7778",NA,"TRUE","0","210.94",NA,NA,NA,"4242","FALSE","0","1"
"440237","EJU57RM ","Austria","1653417277","1653417278","1.263","38.8272","563.88","FALSE","76.62","62.4","-2.28",NA,"586.74","3306","FALSE","0","0"
"c82431","SDA801  ","New Zealand","1653417366","1653417366","175.7975","-39.6494","6096","FALSE","123.95","195.65","0",NA,"6195.06",NA,"FALSE","0","2"
"a6f234","N547CW  ","United States","1653417357","1653417365","-121.1724","45.5995","373.38","FALSE","43.08","130.16","-2.93",NA,"388.62","1200","FALSE","0","0"
"aaef21","VXP104  ","United States","1653417169","1653417182","-118.9498","44.2591","11277.6","FALSE","252.6","180.35","6.18",NA,"11407.14",NA,"FALSE","0","0"
"a1ad1f","N207MH  ","United States","1653417366","1653417366","-74.0426","40.6877","-7.62","FALSE","23.65","225.88","0",NA,"68.58","1200","FALSE","0","0"
"a04453","N116UV  ","United States","1653417367","1653417367","-111.7261","40.1983","1615.44","FALSE","49.22","318.81","0.98",NA,"1645.92",NA,"FALSE","0","0"
"a09df6","N139PS  ","United States","1653417358","1653417363","-122.1123","37.4573",NA,"TRUE","0","309.38",NA,NA,NA,NA,"FALSE","0","0"
"abd9b6","SWA313  ","United States","1653417364","1653417364","-121.9258","37.3653",NA,"TRUE","0","47.81",NA,NA,NA,NA,"FALSE","0","1"
"e492fa","PRROI   ","Brazil","1653417295","1653417365","-47.1086","-23.7353","5402.58","FALSE","203.7","348.49","12.35",NA,"5692.14",NA,"FALSE","0","0"
"a82b43","N62502  ","United States","1653417366","1653417366","-97.8075","29.7154","579.12","FALSE","39.1","180.75","-1.3",NA,"495.3",NA,"FALSE","0","0"
"a785fd","JIA5566 ","United States","1653417366","1653417366","-82.5219","35.7042","7581.9","FALSE","223.37","108.81","-4.55",NA,"7947.66",NA,"FALSE","0","4"
"51110a","EST9001 ","Estonia","1653417264","1653417264","17.9439","59.6534",NA,"TRUE","2.31","264.38",NA,NA,NA,"0224","FALSE","0","0"
"c02e94","JZA638  ","Canada","1653417366","1653417366","-73.8765","43.7737","8534.4","FALSE","234.91","176.99","-2.93",NA,"8816.34",NA,"FALSE","0","1"
"a02a44","N11EF   ","United States","1653417366","1653417366","-107.045","41.5448","12496.8","FALSE","251.98","85.08","0.33",NA,"12611.1",NA,"FALSE","0","0"
"44022b","AUA6Y   ","Austria","1653417365","1653417366","13.2395","55.026","5615.94","FALSE","210.03","142.06","14.63",NA,"5638.8","7673","FALSE","0","1"
"a0577b","N121AT  ","United States","1653417366","1653417366","-74.3457","41.0249","13716","FALSE","211.42","238.13","0",NA,"14058.9","3412","FALSE","0","3"
"a2e70b","N2863E  ","United States","1653417367","1653417367","-116.3879","43.3443","2110.74","FALSE","47.16","186.89","0.33",NA,"2133.6",NA,"FALSE","0","0"
"a247f0","SKW3733 ","United States","1653417312","1653417312","-112.142","41.0956","4053.84","FALSE","185","185.43","-12.03",NA,"4145.28",NA,"FALSE","0","4"
"a02a46","N11EH   ","United States","1653417366","1653417366","-113.2037","32.8845","10972.8","FALSE","202.22","260.78","0",NA,"11407.14",NA,"FALSE","0","1"
"0d0aba","SLI856  ","Mexico","1653417176","1653417176","-97.0146","19.3034","6339.84","FALSE","210.54","115.63","-10.73",NA,"6728.46",NA,"FALSE","0","0"
"aa56f8","UAL1959 ","United States","1653417361","1653417361","-149.9837","61.1713",NA,"TRUE","0.64","270",NA,NA,NA,NA,"FALSE","0","4"
"aa56f7","UAL1481 ","United States","1653417365","1653417365","-110.027","32.5632","11285.22","FALSE","265.27","102.2","0",NA,"11666.22",NA,"FALSE","0","4"
"a94b05","UAL736  ","United States","1653417366","1653417366","-99.0315","30.4853","8153.4","FALSE","226.33","283.94","5.2",NA,"8458.2",NA,"FALSE","0","4"
"a94b08","UAL1672 ","United States","1653417092","1653417098","-122.3906","37.6211",NA,"TRUE","0","118.12",NA,NA,NA,"6502","FALSE","0","4"
"ae0178","SPAR177 ","United States","1653417366","1653417366","-78.5826","39.1859","5890.26","FALSE","206.93","97.28","-9.43",NA,"6156.96","3674","FALSE","0","1"
"aaf60a","SKW4133 ","United States","1653417366","1653417366","-83.9878","43.3653","5791.2","FALSE","211.92","147.39","0",NA,"5935.98","2443","FALSE","0","4"
"ae61fc","KING79  ","United States","1653417366","1653417366","-73.4899","40.5717","190.5","FALSE","82.04","79.89","0.33",NA,"266.7","4360","FALSE","0","0"
"a29748","SWA915  ","United States","1653417366","1653417366","-84.6705","34.5957","11887.2","FALSE","228.92","168.46","0",NA,"12367.26",NA,"FALSE","0","1"
"aa9f76","AVA027  ","United States","1653417365","1653417365","-70.5458","10.6679","13098.78","FALSE","224.86","240.39","0",NA,"13776.96",NA,"FALSE","0","0"
"aa931d","UAL952  ","United States","1653417366","1653417366","-79.6988","43.3322","10949.94","FALSE","214.02","264.34","0",NA,"11269.98","6031","FALSE","0","1"
"0c4153","HI1045  ","Dominican Republic","1653417363","1653417364","-68.1782","18.5178","2773.68","FALSE","132.16","155.63","15.93",NA,"2895.6",NA,"FALSE","0","0"
"a2ba48","ENY3708 ","United States","1653417365","1653417365","-100.809","28.2432","8534.4","FALSE","228.1","212.01","0",NA,"8923.02",NA,"FALSE","0","0"
"8014a1","GOW322  ","India","1653417364","1653417366","77.0909","28.5611",NA,"TRUE","7.72","284.06",NA,NA,NA,NA,"FALSE","0","0"
"800dad","IGO837  ","India","1653417100","1653417106","77.108","28.5653",NA,"TRUE","0","104.06",NA,NA,NA,NA,"FALSE","0","0"
"5110bf","TOM6TJ  ","Estonia","1653417365","1653417365","-16.6022","30.8145","10675.62","FALSE","222.36","191.21","0.98",NA,"11178.54",NA,"FALSE","0","1"
"a1515b","AAL2775 ","United States","1653417365","1653417366","-122.3144","47.4427",NA,"TRUE","6.17","120.94",NA,NA,NA,"3544","FALSE","0","1"
"a1c79c","N2134S  ","United States","1653417363","1653417366","-76.1094","38.5966","769.62","FALSE","65.34","307.32","0.65",NA,"815.34","4637","FALSE","0","2"
"ab5d30","N831MM  ","United States","1653417366","1653417366","-86.0687","31.7644","3939.54","FALSE","84.24","105.22","4.23",NA,"4114.8",NA,"FALSE","0","2"
"ab27ce","N818HL  ","United States","1653417366","1653417366","-71.4708","41.0999","7620","FALSE","122.87","244.19","0",NA,"7924.8",NA,"FALSE","0","0"
"a6b730","N5315E  ","United States","1653417366","1653417366","-84.1676","39.0992","739.14","FALSE","39.53","141.34","5.2",NA,"777.24",NA,"FALSE","0","0"
"a3ed69","DAL2982 ","United States","1653417258","1653417363","-93.1108","34.1136","9144","FALSE","221.42","233.5","0",NA,"9502.14","5374","FALSE","0","4"
"ac9723","SKW5414 ","United States","1653417366","1653417366","-101.0488","43.3509","9753.6","FALSE","191.23","222.06","0",NA,"9867.9",NA,"FALSE","0","0"
"a4c4aa","MAD406  ","United States","1653417364","1653417364","-90.052","30.0919","3810","FALSE","167.06","49.25","8.45",NA,"3931.92",NA,"FALSE","0","1"
"a88d00","N650CV  ","United States","1653417366","1653417366","-89.0294","39.8422","10401.3","FALSE","283.46","89.9","-4.88",NA,"10767.06","2631","FALSE","0","0"
"a3a4e4","N334CG  ","United States","1653417366","1653417366","-87.0989","35.7179","10058.4","FALSE","153.82","157.38","0.33",NA,"10500.36","3615","FALSE","0","0"
"c03517","WJA2310 ","Canada","1653417365","1653417366","-94.3127","38.5629","11277.6","FALSE","215.01","155.4","0",NA,"11597.64","0156","FALSE","0","0"
"a2d44b","OXF9832 ","United States","1653417335","1653417357","-111.8894","33.0036","640.08","FALSE","49.48","244.77","-3.9",NA,"579.12",NA,"FALSE","0","0"
"800dae","SEJ7441 ","India","1653417313","1653417313","87.4774","23.4413","5951.22","FALSE","221.32","122.95","-12.68",NA,"6347.46","0503","FALSE","0","0"
"a33ae5","N307SB  ","United States","1653417310","1653417310","-117.1033","34.0294","853.44","FALSE","37.55","170.54","0.65",NA,"830.58",NA,"FALSE","0","0"
"3d389c","DETRO   ","Germany","1653417366","1653417366","8.8671","51.3458","1577.34","FALSE","88.22","346.86","-1.95",NA,"1577.34","4450","FALSE","0","0"
"ad071d","ENY3784 ","United States","1653417366","1653417366","-87.9201","41.969",NA,"TRUE","4.63","90",NA,NA,NA,NA,"FALSE","0","0"
"343194","VLG554H ","Spain","1653417366","1653417366","0.3663","41.7466","9448.8","FALSE","207.55","272.7","-0.33",NA,"9624.06","0052","FALSE","0","0"
